,path,file_name,file_size_Mb,last_access,last_modified,created_on
2019_03_12_pcr_data_required_to_Pooja.PV.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_12_pcr_data_required_to_Pooja.PV.xlsx,62.209,12 Mar 2019,21 Sep 2020,21 Sep 2020
2019_03_12_pcr_data_required_to_Pooja.PV_UniVplot.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_12_pcr_data_required_to_Pooja.PV_UniVplot.xlsx,97.629,26 Mar 2019,21 Sep 2020,21 Sep 2020
2019_03_13_Biopsy_TILS_Data_to_Pooja with COX and DFS.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_13_Biopsy_TILS_Data_to_Pooja with COX and DFS.xlsx,294.32,14 Mar 2019,21 Sep 2020,21 Sep 2020
2019_03_13_Biopsy_TILS_Data_to_Pooja.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_13_Biopsy_TILS_Data_to_Pooja.xlsx,201.782,14 Mar 2019,21 Sep 2020,21 Sep 2020
2019_03_13_TILs data analysis_to devaki.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_13_TILs data analysis_to devaki.xlsx,38.514,13 Mar 2019,21 Sep 2020,21 Sep 2020
2019_03_14_TILs data analysis.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_14_TILs data analysis.xlsx,35.346,14 Mar 2019,21 Sep 2020,21 Sep 2020
2019_03_20_Pooja_data analysis.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_20_Pooja_data analysis.xlsx,40.221,26 Mar 2019,21 Sep 2020,21 Sep 2020
2019_03_26_Pooja_data analysis with Event code.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_26_Pooja_data analysis with Event code.xlsx,44.041,29 Mar 2019,21 Sep 2020,21 Sep 2020
2019_03_29_Pooja_data analysis with Event code.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,2019_03_29_Pooja_data analysis with Event code.xlsx,42.398,29 Mar 2019,21 Sep 2020,21 Sep 2020
2019_04_17_TILs distribution in subtypes_MK vs Denkert et al2018.xlsx,E:\mk_lab_data\Pooja_Data\Work update ppt\PCCM_20190716,2019_04_17_TILs distribution in subtypes_MK vs Denkert et al2018.xlsx,38.097,17 Apr 2019,21 Sep 2020,21 Sep 2020
ANOVA for patient distribution accoss all subtypes.xml,E:\mk_lab_data\Pooja_Data\Work update ppt\PCCM_20190716,ANOVA for patient distribution accoss all subtypes.xml,22.35,29 Mar 2019,21 Sep 2020,21 Sep 2020
ANOVA for patient distribution accoss all subtypes2.pzf,E:\mk_lab_data\Pooja_Data\Work update ppt\PCCM_20190716,ANOVA for patient distribution accoss all subtypes2.pzf,151.623,29 Mar 2019,21 Sep 2020,21 Sep 2020
Demographic table for TILs_PCCm_PV_08032019.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,Demographic table for TILs_PCCm_PV_08032019.xlsx,15.857,13 Mar 2019,21 Sep 2020,21 Sep 2020
DFS_TILs.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,DFS_TILs.xlsx,11.006,12 Mar 2019,21 Sep 2020,21 Sep 2020
TILs and age percent.pzf,E:\mk_lab_data\Pooja_Data\Work update ppt\PCCM_20190716,TILs and age percent.pzf,700.618,05 Apr 2019,21 Sep 2020,21 Sep 2020
TILs and age percent_Subtypes.pzf,E:\mk_lab_data\Pooja_Data\Work update ppt\PCCM_20190716,TILs and age percent_Subtypes.pzf,623.27,05 Apr 2019,21 Sep 2020,21 Sep 2020
TILs KM analysis_XLstat.xlsx,E:\mk_lab_data\Pooja_Data\Data analysis for TILs_March,TILs KM analysis_XLstat.xlsx,185.204,13 Mar 2019,21 Sep 2020,21 Sep 2020
-80 stock list.xlsx,E:\mk_lab_data\Pooja_Data\Excels,-80 stock list.xlsx,44.609,28 Jun 2019,21 Sep 2020,21 Sep 2020
02_10_2018_blocks_database_nact_data.xlsx,E:\mk_lab_data\Pooja_Data\Excels,02_10_2018_blocks_database_nact_data.xlsx,366.89,03 Oct 2018,21 Sep 2020,21 Sep 2020
0951-Prashanti.pdf,E:\mk_lab_data\Pooja_Data\Excels,0951-Prashanti.pdf,320.184,27 Jun 2019,21 Sep 2020,21 Sep 2020
0952-Prashanti.pdf,E:\mk_lab_data\Pooja_Data\Excels,0952-Prashanti.pdf,410.914,27 Jun 2019,21 Sep 2020,21 Sep 2020
20180625 TNBC samples for Mayurika-Abhijit-Madhura.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20180625 TNBC samples for Mayurika-Abhijit-Madhura.xlsx,17036.559,06 Jul 2018,21 Sep 2020,21 Sep 2020
20180827 NACT_PoojaData_forPooja.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20180827 NACT_PoojaData_forPooja.xlsx,2654.39,21 Sep 2018,21 Sep 2020,21 Sep 2020
20180831 Biopsy blocks collected for TNBC and HER2.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20180831 Biopsy blocks collected for TNBC and HER2.xlsx,12.389,16 Oct 2018,21 Sep 2020,21 Sep 2020
20180927_NACT_file_list_fromMK_blocks_available_dk.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20180927_NACT_file_list_fromMK_blocks_available_dk.xlsx,15.243,28 Sep 2018,21 Sep 2020,21 Sep 2020
2018_08_12_PCCM_BreastCancerDB_all_data.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2018_08_12_PCCM_BreastCancerDB_all_data.xlsx,133.236,28 Aug 2018,21 Sep 2020,21 Sep 2020
2018_10_09_blocks_database_nact_data.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2018_10_09_blocks_database_nact_data.xlsx,384.496,01 Nov 2018,21 Sep 2020,21 Sep 2020
2018_11_12_currated FFPE database_Ruhi_Rituja.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2018_11_12_currated FFPE database_Ruhi_Rituja.xlsx,1333.961,13 Nov 2018,21 Sep 2020,21 Sep 2020
2018_11_30_currated FFPE database_Devyani_Rituja.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2018_11_30_currated FFPE database_Devyani_Rituja.xlsx,360.041,03 Dec 2018,21 Sep 2020,21 Sep 2020
2018_12_3_list of FFPE Blocks for IHC_Biopsy (1).xlsx,E:\mk_lab_data\Pooja_Data\Excels,2018_12_3_list of FFPE Blocks for IHC_Biopsy (1).xlsx,5795.458,08 Dec 2018,21 Sep 2020,21 Sep 2020
2018_12_3_list of FFPE Blocks for IHC_Biopsy.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2018_12_3_list of FFPE Blocks for IHC_Biopsy.xlsx,101.264,04 Dec 2018,21 Sep 2020,21 Sep 2020
2018_12_3_list of FFPE Blocks for IHC_Biopsy_modified.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2018_12_3_list of FFPE Blocks for IHC_Biopsy_modified.xlsx,101.415,19 Dec 2018,21 Sep 2020,21 Sep 2020
2019-05-15_Ordered Products_Dimple.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019-05-15_Ordered Products_Dimple.xlsx,10.19,16 May 2019,21 Sep 2020,21 Sep 2020
2019-05-16_Ordered Products_Dimple.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019-05-16_Ordered Products_Dimple.xlsx,11.345,17 May 2019,21 Sep 2020,21 Sep 2020
2019-05-16_Ordered Products_PV.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019-05-16_Ordered Products_PV.xlsx,10.329,17 May 2019,21 Sep 2020,21 Sep 2020
2019-05-17_Ordered Products_PV.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019-05-17_Ordered Products_PV.xlsx,11.338,17 May 2019,21 Sep 2020,21 Sep 2020
2019-15-03_currated FFPE database.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019-15-03_currated FFPE database.xlsx,345.958,16 Jul 2019,21 Sep 2020,21 Sep 2020
20190118 Biospy blocks to process.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190118 Biospy blocks to process.xlsx,134.257,18 Jan 2019,21 Sep 2020,21 Sep 2020
20190118 Biospy blocks to process_Mk.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190118 Biospy blocks to process_Mk.xlsx,133.614,18 Jan 2019,21 Sep 2020,21 Sep 2020
20190307_Worksheet for HER2 and ER-PR blocks_pv.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190307_Worksheet for HER2 and ER-PR blocks_pv.xlsx,26.552,03 Jul 2019,21 Sep 2020,21 Sep 2020
20190314_DFS for all breast cancer_PV (1).xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190314_DFS for all breast cancer_PV (1).xlsx,109.134,16 Mar 2019,21 Sep 2020,21 Sep 2020
20190321_Protein estimation and protein prep for Western with Standard curve_MK.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190321_Protein estimation and protein prep for Western with Standard curve_MK.xlsx,21.449,21 Mar 2019,21 Sep 2020,21 Sep 2020
20190408_Protein estimation and protein prep for Western with Standard curve_MK.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190408_Protein estimation and protein prep for Western with Standard curve_MK.xlsx,19.51,24 Jul 2019,21 Sep 2020,21 Sep 2020
20190416_HnE score sheet.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190416_HnE score sheet.xlsx,65.302,24 Jul 2019,21 Sep 2020,21 Sep 2020
20190416_Protein estimation and protein prep for Western with Standard curve_MK.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190416_Protein estimation and protein prep for Western with Standard curve_MK.xlsx,25.783,17 May 2019,21 Sep 2020,21 Sep 2020
20190426_Surgery block_NACTno_subtypes_Final.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190426_Surgery block_NACTno_subtypes_Final.xlsx,5697.941,29 Apr 2019,21 Sep 2020,21 Sep 2020
20190426_Surgery block_NACT_No.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190426_Surgery block_NACT_No.xlsx,600.288,26 Apr 2019,21 Sep 2020,21 Sep 2020
20190504_IHC score sheet for YAP and Vimentin_AN.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190504_IHC score sheet for YAP and Vimentin_AN.xlsx,19.414,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190504_TILs comparision DrAniruddha vs DrSunilB.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190504_TILs comparision DrAniruddha vs DrSunilB.xlsx,17.375,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190506_FFP curls_Shelf 1_PCCM freezer(-80).xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190506_FFP curls_Shelf 1_PCCM freezer(-80).xlsx,43.738,27 May 2019,21 Sep 2020,21 Sep 2020
20190516_Surgery block_NACTNo_TNBC.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190516_Surgery block_NACTNo_TNBC.xlsx,17.495,16 May 2019,21 Sep 2020,21 Sep 2020
20190529_Blocks to be sent to PCCM_TNBC_Biospy_Surgery.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190529_Blocks to be sent to PCCM_TNBC_Biospy_Surgery.xlsx,15.13,28 May 2019,21 Sep 2020,21 Sep 2020
20190530 FFPE blocks tally at MK-IISER.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190530 FFPE blocks tally at MK-IISER.xlsx,10.967,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190601_List of blocks from PCCM required by Dimple.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190601_List of blocks from PCCM required by Dimple.xlsx,50.805,01 Jun 2019,21 Sep 2020,21 Sep 2020
20190602_BLocks to send to PCCM back_for Rituja and Namrata.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190602_BLocks to send to PCCM back_for Rituja and Namrata.xlsx,42.631,04 Jun 2019,21 Sep 2020,21 Sep 2020
20190604_IHC score sheet for AR and HER3_AN.xlsx,E:\mk_lab_data\Pooja_Data\FFPE data\HER2 IHC sheet_Rutvi_updated Pooja,20190604_IHC score sheet for AR and HER3_AN.xlsx,14.598,25 Jul 2019,21 Sep 2020,21 Sep 2020
20190610 slides for imaging_TNBC_Dimple.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190610 slides for imaging_TNBC_Dimple.xlsx,20.56,10 Jun 2019,21 Sep 2020,21 Sep 2020
20190610_Optrascan_Batch 1_IISER.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190610_Optrascan_Batch 1_IISER.xlsx,5655.642,14 Jun 2019,21 Sep 2020,21 Sep 2020
20190610_Optrascan_Batch 1_IISER_.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190610_Optrascan_Batch 1_IISER_.xlsx,18.918,10 Jun 2019,21 Sep 2020,21 Sep 2020
20190615_Optrascan_Batch 1_IISER.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190615_Optrascan_Batch 1_IISER.xlsx,5659.673,17 Jun 2019,21 Sep 2020,21 Sep 2020
20190617_Data for TILs analysis_PV.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190617_Data for TILs analysis_PV.xlsx,5638.77,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_Data extraction for TILs_Subtype_Biopsy_Surgery.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190629_Data extraction for TILs_Subtype_Biopsy_Surgery.xlsx,48.29,01 Jul 2019,21 Sep 2020,21 Sep 2020
20190629_FFPE blocks tally IISER.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190629_FFPE blocks tally IISER.xlsx,16.823,04 Jul 2019,21 Sep 2020,21 Sep 2020
20190701_Data extraction for TILs_Subtype_Biopsy_Surgery (2).xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190701_Data extraction for TILs_Subtype_Biopsy_Surgery (2).xlsx,47.822,02 Jul 2019,21 Sep 2020,21 Sep 2020
20190701_Data extraction for TILs_Subtype_Biopsy_Surgery.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190701_Data extraction for TILs_Subtype_Biopsy_Surgery.xlsx,47.54,01 Jul 2019,21 Sep 2020,21 Sep 2020
20190701_Data extraction for TILs_Subtype_Biopsy_Surgery_MK.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190701_Data extraction for TILs_Subtype_Biopsy_Surgery_MK.xlsx,49.452,02 Jul 2019,21 Sep 2020,21 Sep 2020
20190701_HER2surgery blocks_13.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190701_HER2surgery blocks_13.xlsx,21.13,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190704_FFPE blocks tally IISER_PV.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190704_FFPE blocks tally IISER_PV.xlsx,16.82,04 Jul 2019,21 Sep 2020,21 Sep 2020
20190704_Worksheet for HER2 and ER-PR blocks_pv.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190704_Worksheet for HER2 and ER-PR blocks_pv.xlsx,27.547,04 Jul 2019,21 Sep 2020,21 Sep 2020
20190705_Data extraction for TILs_Subtype_Biopsy_Surgery_MK.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190705_Data extraction for TILs_Subtype_Biopsy_Surgery_MK.xlsx,64.889,05 Jul 2019,21 Sep 2020,21 Sep 2020
20190705_Data extraction for TILs_Subtype_Biopsy_Surgery_PV.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190705_Data extraction for TILs_Subtype_Biopsy_Surgery_PV.xlsx,69.03,05 Jul 2019,21 Sep 2020,21 Sep 2020
20190705_Worksheet for HER2 and ER-PR blocks_pv.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190705_Worksheet for HER2 and ER-PR blocks_pv.xlsx,27.095,05 Jul 2019,21 Sep 2020,21 Sep 2020
20190717_Slides to score_Aniruddha.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190717_Slides to score_Aniruddha.xlsx,12.811,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190717_Worksheet for HER2 and ER-PR blocks_PV.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190717_Worksheet for HER2 and ER-PR blocks_PV.xlsx,21.768,23 Jul 2019,21 Sep 2020,21 Sep 2020
20190719_Biopsy_HnE_AN_TILs scoring.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190719_Biopsy_HnE_AN_TILs scoring.xlsx,10.931,25 Jul 2019,21 Sep 2020,21 Sep 2020
20190719_Score sheet_AN_HnE_PV.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190719_Score sheet_AN_HnE_PV.xlsx,15.465,19 Jul 2019,21 Sep 2020,21 Sep 2020
20190719_Surgery_HnE_AN_TILs scoring.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190719_Surgery_HnE_AN_TILs scoring.xlsx,12.298,25 Jul 2019,21 Sep 2020,21 Sep 2020
20190719_TNBC YAP IHC score sheet_AN_YAP scoring.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190719_TNBC YAP IHC score sheet_AN_YAP scoring.xlsx,13.838,25 Jul 2019,21 Sep 2020,21 Sep 2020
20190719_TNBC YAP IHC surgery_biopsy_score sheet_AN_YAP scoring.xlsx,E:\mk_lab_data\Pooja_Data\Excels,20190719_TNBC YAP IHC surgery_biopsy_score sheet_AN_YAP scoring.xlsx,13.838,25 Jul 2019,21 Sep 2020,21 Sep 2020
2019_02_22_Percent_tumour_AN_vs_PCCM_dk.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019_02_22_Percent_tumour_AN_vs_PCCM_dk.xlsx,54.412,13 Mar 2019,21 Sep 2020,21 Sep 2020
2019_06_10_FFP _TNBC_HER2_IHC Score_Worksheet_Dimple_2.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019_06_10_FFP _TNBC_HER2_IHC Score_Worksheet_Dimple_2.xlsx,703.386,17 Jun 2019,21 Sep 2020,21 Sep 2020
2019_07_15_Data for TILs analysis ER _Bx_Corrected sheet.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019_07_15_Data for TILs analysis ER _Bx_Corrected sheet.xlsx,12.748,15 Jul 2019,21 Sep 2020,21 Sep 2020
2019_11_02_currated FFPE database.xlsx,E:\mk_lab_data\Pooja_Data\Excels,2019_11_02_currated FFPE database.xlsx,5803.609,21 Feb 2019,21 Sep 2020,21 Sep 2020
21_08_2018 Breast Cancer FFPE blocks database_PCCM.xlsx,E:\mk_lab_data\Pooja_Data\Excels,21_08_2018 Breast Cancer FFPE blocks database_PCCM.xlsx,9135.485,28 Sep 2018,21 Sep 2020,21 Sep 2020
21_08_2018 Breast Cancer FFPE blocks database_PCCM_rutvi.xlsx,E:\mk_lab_data\Pooja_Data\Excels,21_08_2018 Breast Cancer FFPE blocks database_PCCM_rutvi.xlsx,513.492,31 Aug 2018,21 Sep 2020,21 Sep 2020
26032019_Primary tissue_HnE worksheet.xlsx,E:\mk_lab_data\Pooja_Data\Excels,26032019_Primary tissue_HnE worksheet.xlsx,51.072,24 Apr 2019,21 Sep 2020,21 Sep 2020
28_09_2018 Breast Cancer FFPE blocks database_PCCM.xlsx,E:\mk_lab_data\Pooja_Data\Excels,28_09_2018 Breast Cancer FFPE blocks database_PCCM.xlsx,9135.262,28 Sep 2018,21 Sep 2020,21 Sep 2020
29_10_2018  column curration done by Ruhi and shahin_dk_mk_modified.xlsx,E:\mk_lab_data\Pooja_Data\Excels,29_10_2018  column curration done by Ruhi and shahin_dk_mk_modified.xlsx,432.341,30 Oct 2018,21 Sep 2020,21 Sep 2020
