,path,file_name,file_size_Mb,last_access,last_modified,created_on
20190620_YAP_AR_RS_1to11_1.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_1.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_10.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_10.tif,3146.506,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_11.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_11.tif,3146.506,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_2.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_2.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_3.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_3.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_4.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_4.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_5.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_5.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_6.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_6.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_7.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_7.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_8.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_8.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190620_YAP_AR_RS_1to11_9.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190620_YAP,20190620_YAP_AR_RS_1to11_9.tif,3146.504,22 Jun 2019,21 Sep 2020,21 Sep 2020
Thumbs.db,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190622-GFP,Thumbs.db,11.776,26 Jun 2019,21 Sep 2020,21 Sep 2020
20190621_Btubulin_AR_RS_images1to5_1.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190621_B-tubulin,20190621_Btubulin_AR_RS_images1to5_1.tif,3146.52,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190621_Btubulin_AR_RS_images1to5_2.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190621_B-tubulin,20190621_Btubulin_AR_RS_images1to5_2.tif,3146.52,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190621_Btubulin_AR_RS_images1to5_3.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190621_B-tubulin,20190621_Btubulin_AR_RS_images1to5_3.tif,3146.52,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190621_Btubulin_AR_RS_images1to5_4.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190621_B-tubulin,20190621_Btubulin_AR_RS_images1to5_4.tif,3146.52,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190621_Btubulin_AR_RS_images1to5_5.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190621_B-tubulin,20190621_Btubulin_AR_RS_images1to5_5.tif,3146.52,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190621_Btubulin_ladder.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190619_WB-AR-shCp4-shY-p5-HER2shC-shY-p11\Shruti_20190621_B-tubulin,20190621_Btubulin_ladder.tif,3146.546,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_GFP_Images1to2_1.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_GFP_Images1to2_1.tif,3146.503,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_GFP_Images1to2_2.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_GFP_Images1to2_2.tif,3146.503,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_GFP_Ladder_Merged.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_GFP_Ladder_Merged.alz,1.9,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_Ladder_GFP.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_Ladder_GFP.tif,3146.535,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_Ladder_GFPtif.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_Ladder_GFPtif.alz,0.062,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190626-WB-Loading pattern.PNG,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,20190626-WB-Loading pattern.PNG,17.124,18 Jul 2019,21 Sep 2020,21 Sep 2020
Powder gel-Shruti-Beta Tubulin_20190627,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,Powder gel-Shruti-Beta Tubulin_20190627,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Powder gel-Shruti_20190622-GFP,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,Powder gel-Shruti_20190622-GFP,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
PV_BioRad premade gel-Beta Tubulin_20190627,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,PV_BioRad premade gel-Beta Tubulin_20190627,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
PV_BioRad premade gel-GFP_20190629,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,PV_BioRad premade gel-GFP_20190629,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
PV_BioRad premade gel-YAP_20190628,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,PV_BioRad premade gel-YAP_20190628,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Shruti-Powder gel-YAP_20190628,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,Shruti-Powder gel-YAP_20190628,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
WB-20190626-compiled.pptx,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,WB-20190626-compiled.pptx,276.563,18 Jul 2019,21 Sep 2020,21 Sep 2020
YAP analysis_WB_20190626.xlsx,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14,YAP analysis_WB_20190626.xlsx,15.819,03 Jul 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_1-Powder gel.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_1-Powder gel.tif,3146.523,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_2-Powder gel.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_2-Powder gel.tif,3146.523,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_3-Powder gel.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_3-Powder gel.tif,3146.523,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_4--Powder gel.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_4--Powder gel.tif,3146.523,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_5-Powder gel.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_5-Powder gel.tif,3146.523,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_6-Powder gel.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_6-Powder gel.tif,3146.523,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_6tif.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_6tif.alz,0.062,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_6tif.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_6tif.img,3145.728,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_6tif.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_6tif.inf,0.195,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_Ladder-Powder gel.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_Ladder-Powder gel.tif,3146.549,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_Laddertif.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_Laddertif.alz,0.062,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_Laddertif.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_Laddertif.img,3145.728,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_Laddertif.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti-Beta Tubulin_20190627,20190627_Laddertif.inf,0.18,27 Jun 2019,21 Sep 2020,21 Sep 2020
Merged_BetaTubulin_20190627.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,Merged_BetaTubulin_20190627.alz,1.9,27 Jun 2019,21 Sep 2020,21 Sep 2020
Merged_BetaTubulin_20190627.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,Merged_BetaTubulin_20190627.img,3145.728,27 Jun 2019,21 Sep 2020,21 Sep 2020
Merged_BetaTubulin_20190627.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,Merged_BetaTubulin_20190627.inf,0.22,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_GFP_Images1to2_2tif.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_GFP_Images1to2_2tif.alz,0.062,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_GFP_Images1to2_2tif.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_GFP_Images1to2_2tif.img,3145.728,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_GFP_Images1to2_2tif.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_GFP_Images1to2_2tif.inf,0.172,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_GFP_Ladder_Merged.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_GFP_Ladder_Merged.img,3145.728,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_GFP_Ladder_Merged.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_GFP_Ladder_Merged.inf,0.197,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_Ladder_GFPtif.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_Ladder_GFPtif.img,3145.728,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622_Ladder_GFPtif.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\Powder gel-Shruti_20190622-GFP,20190622_Ladder_GFPtif.inf,0.166,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_1.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_1.tif,3146.53,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_2.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_2.tif,3146.53,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_3.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_3.tif,3146.53,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_4.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_4.tif,3146.53,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_5.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_5.tif,3146.53,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_BetaTubulin_1to6_6.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_BetaTubulin_1to6_6.tif,3146.53,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_ladder.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_ladder.tif,3146.552,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_laddertif.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_laddertif.alz,0.062,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_laddertif.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_laddertif.img,3145.728,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627_laddertif.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-Beta Tubulin_20190627,20190627_laddertif.inf,0.183,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_GFP_image1to3_runout_1.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_GFP_image1to3_runout_1.tif,3146.525,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_GFP_image1to3_runout_2.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_GFP_image1to3_runout_2.tif,3146.525,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_GFP_image1to3_runout_3.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_GFP_image1to3_runout_3.tif,3146.525,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_GFP_image1to3_runout_3tif.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_GFP_image1to3_runout_3tif.alz,0.062,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_GFP_image1to3_runout_3tif.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_GFP_image1to3_runout_3tif.img,3145.728,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_GFP_image1to3_runout_3tif.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_GFP_image1to3_runout_3tif.inf,0.19,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_lADDER.tif,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_lADDER.tif,3146.543,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_lADDERtif.alz,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_lADDERtif.alz,0.062,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_lADDERtif.img,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_lADDERtif.img,3145.728,29 Jun 2019,21 Sep 2020,21 Sep 2020
20190629_lADDERtif.inf,E:\mk_lab_data\SHRUTI\Western Blots\Shruti_20190626-WB-AR-shCp4-shY-p5-HER2shC-shY-p11-RS-HER2shC-shY-p14\PV_BioRad premade gel-GFP_20190629,20190629_lADDERtif.inf,0.174,29 Jun 2019,21 Sep 2020,21 Sep 2020
