,path,file_name,file_size_Mb,last_access,last_modified,created_on
20200204_HMEC_HER3_INCREMENT30S_12.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_12.tif,3146.493,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_13.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_13.tif,3146.493,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_14.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_14.tif,3146.493,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_15.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_15.tif,3146.493,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_2.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_2.tif,3146.491,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_3.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_3.tif,3146.491,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_4.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_4.tif,3146.491,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_5.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_5.tif,3146.491,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_6.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_6.tif,3146.491,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_7.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_7.tif,3146.491,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_8.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_8.tif,3146.491,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200204_HMEC_HER3_INCREMENT30S_9.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,20200204_HMEC_HER3_INCREMENT30S_9.tif,3146.491,04 Feb 2020,21 Sep 2020,21 Sep 2020
202020200204_HMEC_HER3_INCREMENT30S_16.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_HER3\20200204_HMEC_HER3_INCREMENT_30S,202020200204_HMEC_HER3_INCREMENT30S_16.tif,3146.493,04 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_10MIN.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP,20200203_HMEC_YAP_10MIN.tif,3146.499,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCERMENT_30S,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP,20200203_HMEC_YAP_INCERMENT_30S,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20200203_HMEC_YAP__LADDER.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP,20200203_HMEC_YAP__LADDER.tif,3146.538,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_1.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_1.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_10.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_10.tif,3146.507,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_11.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_11.tif,3146.507,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_12.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_12.tif,3146.507,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_13.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_13.tif,3146.507,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_14.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_14.tif,3146.507,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_15.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_15.tif,3146.507,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_16.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_16.tif,3146.507,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_2.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_2.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_3.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_3.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_4.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_4.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_5.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_5.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_6.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_6.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_7.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_7.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_8.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_8.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200203_HMEC_YAP_INCREMENT30S_9.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200131_HMEC_WESTERNBLOT1_YAP AND HER3\HMEC_BLOT1_YAP\20200203_HMEC_YAP_INCERMENT_30S,20200203_HMEC_YAP_INCREMENT30S_9.tif,3146.505,03 Feb 2020,21 Sep 2020,21 Sep 2020
20200312_HMEC_WB7_YAP AND HER3.pptx,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3,20200312_HMEC_WB7_YAP AND HER3.pptx,248.105,15 Mar 2020,21 Sep 2020,21 Sep 2020
20200312_HMEC_WB7_YAP AND HER3.xlsx,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3,20200312_HMEC_WB7_YAP AND HER3.xlsx,18.941,15 Mar 2020,21 Sep 2020,21 Sep 2020
HMEC_BLOT7_GAPDH,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3,HMEC_BLOT7_GAPDH,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
HMEC_BLOT7_HER3,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3,HMEC_BLOT7_HER3,0.0,21 Sep 2020,26 Sep 2020,21 Sep 2020
HMEC_BLOT7_YAP,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3,HMEC_BLOT7_YAP,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20200312_HMEC_GAPDH_2MIN.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH,20200312_HMEC_GAPDH_2MIN.tif,3146.511,12 Mar 2020,21 Sep 2020,21 Sep 2020
20200312_HMEC_GAPDH_LADDER.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH,20200312_HMEC_GAPDH_LADDER.tif,3146.551,12 Mar 2020,21 Sep 2020,21 Sep 2020
INCREMENT_15SEC,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH,INCREMENT_15SEC,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Plots of 20200312_HMEC_GAPDH_2MIN.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH,Plots of 20200312_HMEC_GAPDH_2MIN.tif,233.46,15 Mar 2020,21 Sep 2020,21 Sep 2020
Plots of 20200314_HMEC_HER3_INCREMENT_30SEC_4.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH,Plots of 20200314_HMEC_HER3_INCREMENT_30SEC_4.tif,284.18,15 Mar 2020,21 Sep 2020,21 Sep 2020
V_20200312_HMEC_GAPDH_2MIN.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH,V_20200312_HMEC_GAPDH_2MIN.tif,3146.551,12 Mar 2020,21 Sep 2020,21 Sep 2020
20200312_HMEC_GAPDH_INCREMENT_15SEC_1.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH\INCREMENT_15SEC,20200312_HMEC_GAPDH_INCREMENT_15SEC_1.tif,3146.517,12 Mar 2020,21 Sep 2020,21 Sep 2020
20200312_HMEC_GAPDH_INCREMENT_15SEC_10.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH\INCREMENT_15SEC,20200312_HMEC_GAPDH_INCREMENT_15SEC_10.tif,3146.519,12 Mar 2020,21 Sep 2020,21 Sep 2020
20200312_HMEC_GAPDH_INCREMENT_15SEC_11.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH\INCREMENT_15SEC,20200312_HMEC_GAPDH_INCREMENT_15SEC_11.tif,3146.519,12 Mar 2020,21 Sep 2020,21 Sep 2020
20200312_HMEC_GAPDH_INCREMENT_15SEC_12.tif,E:\mk_lab_data\ROLI DATA\10a and HMEC-YAP-HER3 WB N1-N7_Roli\HMEC WB-YAP-HER3\20200312_HMEC_WESTERNBLOT7_YAP AND HER3\HMEC_BLOT7_GAPDH\INCREMENT_15SEC,20200312_HMEC_GAPDH_INCREMENT_15SEC_12.tif,3146.519,12 Mar 2020,21 Sep 2020,21 Sep 2020
