,path,file_name,file_size_Mb,last_access,last_modified,created_on
20190606_FFPBlocks_PCCM_PRIMARY TISSUE_Scoresheet_Vimentin.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\MK's required format,20190606_FFPBlocks_PCCM_PRIMARY TISSUE_Scoresheet_Vimentin.xlsx,377.783,08 Jun 2019,21 Sep 2020,21 Sep 2020
20190606_FFPBlocks_PCCM_PRIMARY TISSUE_Scoresheet_YAP.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\MK's required format,20190606_FFPBlocks_PCCM_PRIMARY TISSUE_Scoresheet_YAP.xlsx,411.818,08 Jun 2019,21 Sep 2020,21 Sep 2020
20190606_PCCM_TNBC_PRIMARY TISSUE_processing details_Rutvi.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\MK's required format,20190606_PCCM_TNBC_PRIMARY TISSUE_processing details_Rutvi.xlsx,425.364,08 Jun 2019,21 Sep 2020,21 Sep 2020
2019_06_04_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,2019_06_04_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi.xlsx,732.386,04 Jun 2019,21 Sep 2020,21 Sep 2020
Score Sheets,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format,Score Sheets,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20181012 FFP tissue HnE score sheet - Rutvi.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,20181012 FFP tissue HnE score sheet - Rutvi.xlsx,19.38,12 Oct 2018,21 Sep 2020,21 Sep 2020
20181026 FFP tissue HnE score sheet - Rutvi.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,20181026 FFP tissue HnE score sheet - Rutvi.xlsx,28.962,26 Oct 2018,21 Sep 2020,21 Sep 2020
2019_05_15_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,2019_05_15_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi.xlsx,786.557,15 May 2019,21 Sep 2020,21 Sep 2020
2019_05_16_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,2019_05_16_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi.xlsx,786.513,16 May 2019,21 Sep 2020,21 Sep 2020
2019_05_31_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi(done after Dimple).xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,2019_05_31_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi(done after Dimple).xlsx,700.335,31 May 2019,21 Sep 2020,21 Sep 2020
2019_05_31_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi(done after Dimple)_2.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,2019_05_31_FFP _TNBC_HER2_IHC Score_Worksheet_Rutvi(done after Dimple)_2.xlsx,675.727,03 Jun 2019,21 Sep 2020,21 Sep 2020
Biopsy_HER2_ScoreSheet_20181008.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,Biopsy_HER2_ScoreSheet_20181008.xlsx,42.549,08 Oct 2018,21 Sep 2020,21 Sep 2020
"HER2-ar,her3,yap.docx",E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,"HER2-ar,her3,yap.docx",102.011,26 Mar 2019,21 Sep 2020,21 Sep 2020
"HER2-ki,cd31,vim.docx",E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,"HER2-ki,cd31,vim.docx",104.425,26 Mar 2019,21 Sep 2020,21 Sep 2020
Scoresheet for IHC.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,Scoresheet for IHC.xlsx,116.091,26 Mar 2019,21 Sep 2020,21 Sep 2020
scoresheet1.docx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,scoresheet1.docx,140.835,10 Oct 2018,21 Sep 2020,21 Sep 2020
"TNBC-egfr,yap,ar,her3.docx",E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,"TNBC-egfr,yap,ar,her3.docx",153.723,26 Mar 2019,21 Sep 2020,21 Sep 2020
"TNBC-ki,vim,cd31.docx",E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\FFP Blocks_PCCM_PRIMARY TISSUE_Processing and Scoresheets\Rutvi's format\Score Sheets,"TNBC-ki,vim,cd31.docx",97.111,25 Mar 2019,21 Sep 2020,21 Sep 2020
20190118 Biospy blocks to process_HER2.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files curated by Rutvi,20190118 Biospy blocks to process_HER2.xlsx,107.491,08 Jun 2019,21 Sep 2020,21 Sep 2020
"20190522 HER2 Biopsy IHC Comp Scores - YAP, Vimentin for MK.xlsx",E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files curated by Rutvi,"20190522 HER2 Biopsy IHC Comp Scores - YAP, Vimentin for MK.xlsx",44.415,22 May 2019,21 Sep 2020,21 Sep 2020
2019_01_25_currated FFPE database_Rutvi_HER2_Final_currated.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files curated by Rutvi,2019_01_25_currated FFPE database_Rutvi_HER2_Final_currated.xlsx,10259.972,08 Jun 2019,21 Sep 2020,21 Sep 2020
21_08_2018 Breast Cancer FFPE blocks database_PCCM_rutvi.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files curated by Rutvi,21_08_2018 Breast Cancer FFPE blocks database_PCCM_rutvi.xlsx,533.491,08 Jun 2019,21 Sep 2020,21 Sep 2020
HER2 biopsy blocks FINAL sorting methodology from 2019_01_18_currated file.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files curated by Rutvi,HER2 biopsy blocks FINAL sorting methodology from 2019_01_18_currated file.pdf,204.365,08 Jun 2019,21 Sep 2020,21 Sep 2020
2018_11_30_currated FFPE database_Devyani_Rituja.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,2018_11_30_currated FFPE database_Devyani_Rituja.xlsx,360.041,07 Jun 2019,21 Sep 2020,21 Sep 2020
20190121 DCIS cases at 1st diagnosis_sent by MK.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,20190121 DCIS cases at 1st diagnosis_sent by MK.xlsx,9782.687,21 Jan 2019,21 Sep 2020,21 Sep 2020
2019_01_18_currated FFPE database_Devyani_Rituja.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,2019_01_18_currated FFPE database_Devyani_Rituja.xlsx,393.424,07 Jun 2019,21 Sep 2020,21 Sep 2020
2019_01_29_currated FFPE database_Devyani_Rituja.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,2019_01_29_currated FFPE database_Devyani_Rituja.xlsx,445.592,07 Jun 2019,21 Sep 2020,21 Sep 2020
2019_02_05_FFPE_Data_118_492_and_582_590.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,2019_02_05_FFPE_Data_118_492_and_582_590.xlsx,24.237,07 Jun 2019,21 Sep 2020,21 Sep 2020
2019_05_03_HER2_data_dk_Devyani_forRutvi(follow up data for analysis).xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,2019_05_03_HER2_data_dk_Devyani_forRutvi(follow up data for analysis).xlsx,21.12,08 Jun 2019,21 Sep 2020,21 Sep 2020
2019_05_20_HER2_data_dk_Devyani_forRutvi(follow up data for analysis).xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,2019_05_20_HER2_data_dk_Devyani_forRutvi(follow up data for analysis).xlsx,9393.261,08 Jun 2019,21 Sep 2020,21 Sep 2020
2019_11_02_currated FFPE database.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,2019_11_02_currated FFPE database.xlsx,440.227,07 Jun 2019,21 Sep 2020,21 Sep 2020
21_08_2018 Breast Cancer FFPE blocks database_PCCM.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\Files received from PCCM,21_08_2018 Breast Cancer FFPE blocks database_PCCM.xlsx,399.475,07 Jun 2019,21 Sep 2020,21 Sep 2020
20190525_HER2_Biopsy_for_Analysis.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\HER2 Biopsy Data Analysis,20190525_HER2_Biopsy_for_Analysis.xlsx,126.935,27 May 2019,21 Sep 2020,21 Sep 2020
20190531_HER2_Biopsy_for_Analysis.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\HER2 Biopsy Data Analysis,20190531_HER2_Biopsy_for_Analysis.xlsx,198.587,02 Jul 2019,21 Sep 2020,21 Sep 2020
20190619 Linear Regression.pptx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\HER2 Biopsy Data Analysis,20190619 Linear Regression.pptx,241.343,19 Jun 2019,21 Sep 2020,21 Sep 2020
IHC Biopsy Composite Scores.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\HER2 Biopsy Data Analysis,IHC Biopsy Composite Scores.xlsx,219.161,28 Jun 2019,21 Sep 2020,21 Sep 2020
Linear Regression.pptx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\HER2 Biopsy Data Analysis,Linear Regression.pptx,1246.65,26 Jun 2019,21 Sep 2020,21 Sep 2020
MASTER FILE for analysis HER2 BIOPSY.xlsx,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\HER2 Biopsy Data Analysis,MASTER FILE for analysis HER2 BIOPSY.xlsx,98.513,07 Jun 2019,21 Sep 2020,21 Sep 2020
20190618 SPSS Regression Analysis for HER2 biopsy Ki67 and YAP.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190618 SPSS Regression Analysis for HER2 biopsy Ki67 and YAP.pdf,10.008,18 Jun 2019,21 Sep 2020,21 Sep 2020
20190618 SPSS Regression Analysis for HER2 biopsy Ki67 and YAP.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190618 SPSS Regression Analysis for HER2 biopsy Ki67 and YAP.spv,7.775,18 Jun 2019,21 Sep 2020,21 Sep 2020
20190619 SPSS Regression Analysis for HER2 biopsy CD31 and YAP.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190619 SPSS Regression Analysis for HER2 biopsy CD31 and YAP.pdf,17.817,19 Jun 2019,21 Sep 2020,21 Sep 2020
20190619 SPSS Regression Analysis for HER2 biopsy CD31 and YAP.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190619 SPSS Regression Analysis for HER2 biopsy CD31 and YAP.spv,15.142,19 Jun 2019,21 Sep 2020,21 Sep 2020
20190619 SPSS Regression Analysis for HER2 biopsy Ki67 and YAP.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190619 SPSS Regression Analysis for HER2 biopsy Ki67 and YAP.pdf,17.958,19 Jun 2019,21 Sep 2020,21 Sep 2020
20190619 SPSS Regression Analysis for HER2 biopsy Ki67 and YAP.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190619 SPSS Regression Analysis for HER2 biopsy Ki67 and YAP.spv,15.272,19 Jun 2019,21 Sep 2020,21 Sep 2020
20190619 SPSS Regression Analysis for HER2 biopsy Vimentin and YAP.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190619 SPSS Regression Analysis for HER2 biopsy Vimentin and YAP.pdf,17.839,19 Jun 2019,21 Sep 2020,21 Sep 2020
20190619 SPSS Regression Analysis for HER2 biopsy Vimentin and YAP.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190619 SPSS Regression Analysis for HER2 biopsy Vimentin and YAP.spv,15.095,19 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear Regression for HER2 biopsy CD31 comp score and YAP cyto comp score.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear Regression for HER2 biopsy CD31 comp score and YAP cyto comp score.pdf,18.602,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear Regression for HER2 biopsy CD31 comp score and YAP overall comp score.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear Regression for HER2 biopsy CD31 comp score and YAP overall comp score.pdf,18.955,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear Regression for HER2 biopsy Ki67 score and YAP cyto ab score.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear Regression for HER2 biopsy Ki67 score and YAP cyto ab score.pdf,19.445,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear Regression for HER2 biopsy Ki67 score and YAP nuc score.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear Regression for HER2 biopsy Ki67 score and YAP nuc score.pdf,16.335,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear Regression for HER2 biopsy Vimentin score and YAP cyto comp score.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear Regression for HER2 biopsy Vimentin score and YAP cyto comp score.pdf,18.048,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear Regression for HER2 biopsy Vimentin score and YAP overall score.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear Regression for HER2 biopsy Vimentin score and YAP overall score.pdf,16.181,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear regression HER2 biopsy CD31 comp score and YAP cyto comp score.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear regression HER2 biopsy CD31 comp score and YAP cyto comp score.spv,17.168,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear regression HER2 biopsy CD31 comp score and YAP overall comp score.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear regression HER2 biopsy CD31 comp score and YAP overall comp score.spv,16.67,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear regression HER2 biopsy Ki67 score and YAP cyto ab score.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear regression HER2 biopsy Ki67 score and YAP cyto ab score.spv,17.035,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear regression HER2 biopsy Ki67 score and YAP nuc score.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear regression HER2 biopsy Ki67 score and YAP nuc score.spv,13.878,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear regression HER2 biopsy Vimentin comp score and YAP cyto comp score.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear regression HER2 biopsy Vimentin comp score and YAP cyto comp score.spv,14.788,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190621 Linear regression HER2 biopsy Vimentin comp score and YAP overall comp score.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190621 Linear regression HER2 biopsy Vimentin comp score and YAP overall comp score.spv,13.908,21 Jun 2019,21 Sep 2020,21 Sep 2020
20190622 Linear Regression for HER2 biopsy CD31 score and YAP nuc comp score.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190622 Linear Regression for HER2 biopsy CD31 score and YAP nuc comp score.pdf,21.056,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622 Linear Regression for HER2 biopsy Vimentin score and YAP nuc comp score.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190622 Linear Regression for HER2 biopsy Vimentin score and YAP nuc comp score.pdf,21.048,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622 Linear regression HER2 biopsy CD31 comp score and YAP nuc comp score.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190622 Linear regression HER2 biopsy CD31 comp score and YAP nuc comp score.spv,19.661,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190622 Linear regression HER2 biopsy Vimentin comp score and YAP nuc comp score.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190622 Linear regression HER2 biopsy Vimentin comp score and YAP nuc comp score.spv,19.744,22 Jun 2019,21 Sep 2020,21 Sep 2020
20190626 Normality test for HER2 biopsy scores for various antibodies.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190626 Normality test for HER2 biopsy scores for various antibodies.pdf,76.12,26 Jun 2019,21 Sep 2020,21 Sep 2020
20190626 Normality test for HER2 biopsy scores for various antibodies.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190626 Normality test for HER2 biopsy scores for various antibodies.spv,99.132,26 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for CD31 and LVI.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for CD31 and LVI.pdf,11.578,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for CD31 and LVI.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for CD31 and LVI.spv,10.064,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and age.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and age.pdf,11.633,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and Age.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and Age.spv,10.136,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and grade.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and grade.pdf,11.434,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and grade.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and grade.spv,10.034,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and LVI.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and LVI.pdf,11.666,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and LVI.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and LVI.spv,10.084,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and N.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and N.spv,10.114,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and T size.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and T size.pdf,11.955,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for Ki67 and T size.spv,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for Ki67 and T size.spv,10.217,27 Jun 2019,21 Sep 2020,21 Sep 2020
20190627 ANOVA for nYAP and age.pdf,E:\mk_lab_data\Rutvi_Data\HER2_patient_primary_tissue data_Rutvi\SPSS Analysis,20190627 ANOVA for nYAP and age.pdf,11.65,27 Jun 2019,21 Sep 2020,21 Sep 2020
